ResourceID,ResourceID2,AdminArea,AdminAreaType,Currency,Address Status,Building Name,Building Number SubStreet,SubStreet,Building Number,Street,Locality,Town,Postcode,EventUID,RecordType,Name Type,Name,DateFrom,DateTo,Description Type,Description,Notes
8b211faf-3b50-4897-acd3-eea66d49a92c,8b211faf-3b50-4897-acd3-eea66d49a92c,,,,Alternate,,,,7-11,Modern Court,,,,,,,,,,,,
8eb3d586-ac1b-430f-bf80-8686333504f2,8eb3d586-ac1b-430f-bf80-8686333504f2,,,,Alternate,,,,1-13,Copthall Court,,,,,,,,,,,,
913b65bf-bb05-4133-b2ab-e21a0bd2a63b,913b65bf-bb05-4133-b2ab-e21a0bd2a63b,Harrow,Borough,Current,,,,,,,,,,,,,,,,,,
9183e9b0-9373-4883-95d8-ffea856b2f46,9183e9b0-9373-4883-95d8-ffea856b2f46,,,,Alternate,,,,,Aragon Mews,,,,,,,,,,,,
93995e0f-1f77-4b7b-a727-83572ed987f1,93995e0f-1f77-4b7b-a727-83572ed987f1,,,,Alternate,,,,12-42,Mark Lane,,,,,,,,,,,,
956b2acf-8d4e-4037-8ff1-9b0aced04ff4,956b2acf-8d4e-4037-8ff1-9b0aced04ff4,,,,Alternate,,,,20,Buckle Street,,,,,,,,,,,,
974a384a-3c5f-4721-93cf-c3bbe115a05f,974a384a-3c5f-4721-93cf-c3bbe115a05f,Wandsworth,Borough,Current,,,,,,,,,,,,,,,,,,
97d73d7f-8092-4c00-91f2-24448d6e9841,97d73d7f-8092-4c00-91f2-24448d6e9841,Newham,Borough,Current,,,,,,,,,,,,,,,,,,
988a0d2b-2013-487d-854d-a27598be1073,988a0d2b-2013-487d-854d-a27598be1073,,,,Alternate,,,,46-50,Gun Street,,,,,,,,,,,,
999bae9c-79ee-4002-8449-a84396667f67,999bae9c-79ee-4002-8449-a84396667f67,,,,Alternate,,,,10-11,Eldon Street,,,,,,,,,,,,
9b0032e0-6ee1-4e9d-8da9-8ac0f01b44f4,9b0032e0-6ee1-4e9d-8da9-8ac0f01b44f4,,,,Alternate,,,,,Hawley Road,,,,,,,,,,,,
9be81cb2-2cdc-499a-a7e5-2d2e9b01b4c4,9be81cb2-2cdc-499a-a7e5-2d2e9b01b4c4,,,,Alternate,,,,14,Eldon Street,,,,,,,,,,,,
9e39933d-cee0-48c9-b99e-f0f33ca955d4,9e39933d-cee0-48c9-b99e-f0f33ca955d4,Harrow,Borough,Current,,,,,,,,,,,,,,,,,,
9fef3d65-14c0-4e7e-83a8-92b59bab7298,9fef3d65-14c0-4e7e-83a8-92b59bab7298,,,,Alternate,,,,,Queen Street,,,,,,,,,,,,
